dataset_size,max_depth,min_samples_split,my_tree_accuracy,my_tree_precision,my_tree_recall,my_tree_depth,my_tree_num_nodes,my_tree_training_time,my_memory_usage,sklearn_accuracy,sklearn_precision,sklearn_recall,sklearn_tree_depth,sklearn_num_nodes,sklearn_training_time,sklearn_memory_usage
2324,4,16,0.6876075731497419,0.42781936332531295,0.34364771393510846,4,29,0.18407917022705078,1886.515625,0.6858864027538726,0.6502130366241591,0.6858864027538726,4,31,0.005010128021240234,1886.515625
3486,4,16,0.6878944348823867,0.342614602385312,0.35540837980296114,4,31,0.2716691493988037,1886.515625,0.683017785427424,0.6495711186976363,0.683017785427424,4,31,0.007004976272583008,1886.515625
4648,4,16,0.6787865748709122,0.3402482016840077,0.35317291306587745,4,31,0.37580418586730957,1886.515625,0.6839500860585198,0.6585815863355745,0.6839500860585198,4,31,0.009527921676635742,1886.515625
5810,4,16,0.6876075731497419,0.42794557432776664,0.4129104849579896,4,31,0.46586012840270996,1886.515625,0.6836488812392427,0.633627405842293,0.6836488812392427,4,31,0.011632919311523438,1886.515625
6972,4,16,0.6973608720596672,0.4992427516273443,0.4373607745838059,4,31,0.5453159809112549,1886.515625,0.685025817555938,0.6678441812612385,0.685025817555938,4,31,0.013518810272216797,1886.515625
8134,4,16,0.6887140398328006,0.4570087960976355,0.3923840115315775,4,31,0.6354217529296875,1886.515625,0.6772805507745266,0.6455390055268273,0.6772805507745266,4,31,0.015303850173950195,1886.515625
9296,4,16,0.6864242685025818,0.39897921058693253,0.3390266643191028,4,31,0.7358989715576172,1886.515625,0.6815834767641996,0.6647068868065041,0.6815834767641996,4,31,0.017818927764892578,1886.515625
10458,4,16,0.6848345764008414,0.38754982754897477,0.3477717850030825,4,31,0.8472702503204346,1886.515625,0.6813922356091031,0.650438231695862,0.6813922356091031,4,31,0.01938915252685547,1886.515625
11621,4,16,0.6864297392651235,0.38811866727788347,0.3742864994476974,4,31,0.9268009662628174,1886.515625,0.6797177523448928,0.6532886272318366,0.6797177523448928,4,31,0.021213054656982422,1886.515625
1162,4,32,0.6910499139414802,0.5940281047226377,0.4363625381541983,4,23,0.10140490531921387,1886.515625,0.6962134251290878,0.6586580743694062,0.6962134251290878,4,27,0.0028259754180908203,1886.515625
2324,4,32,0.6876075731497419,0.42781936332531295,0.34364771393510846,4,27,0.19410204887390137,1886.515625,0.6858864027538726,0.6502130366241591,0.6858864027538726,4,31,0.0051310062408447266,1886.515625
3486,4,32,0.6878944348823867,0.342614602385312,0.35540837980296114,4,29,0.27826380729675293,1886.515625,0.683017785427424,0.6495711186976363,0.683017785427424,4,31,0.007220029830932617,1886.515625
4648,4,32,0.6787865748709122,0.3402482016840077,0.35317291306587745,4,31,0.38535308837890625,1886.515625,0.6828743545611016,0.6574324225750644,0.6828743545611016,4,29,0.009587287902832031,1886.515625
